DATE,STORE CODE,STORE NAME,LOCATION,CITY,Total
08/04/2025,6,SUCCESS,Cosmos Mall,SILIGURI,6290.0
08/04/2025,9,COBB,Cosmos Mall,SILIGURI,29154.0
08/04/2025,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,79282.0
08/04/2025,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,6392.0
08/04/2025,22,MADAME,Cosmos Mall,SILIGURI,12693.0
08/04/2025,23,MADAME,City Centre,SILIGURI,20987.0
08/04/2025,24,MADAME,Roodraksh Mall,GUWAHATI,26787.0
08/04/2025,25,BINGE,Cosmos Mall,SILIGURI,5950.0
08/04/2025,26,BINGE,City Centre,SILIGURI,15500.0
08/04/2025,27,BINGE,Roodraksh Mall,GUWAHATI,14497.0
08/04/2025,33,LONGHORNS,City Centre,SILIGURI,1518.0
08/04/2025,35,CASUALS,Hill Cart Road,SILIGURI,11773.0
08/04/2025,37,COLORPLUS,City Centre,SILIGURI,5198.0
08/04/2025,40,COLORPLUS,Mani Square,KOLKATA,0.0
08/04/2025,41,COLORPLUS,Salt Lake,KOLKATA,72975.0
08/04/2025,42,SABHYATA,City Centre,SILIGURI,12959.0
08/04/2025,45,FREEDOM FASHION,City Centre,SILIGURI,3397.0
08/04/2025,47,TURTLE,Cosmos Mall,SILIGURI,9997.0
08/04/2025,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,17290.0
08/04/2025,56,MANYAVAR,City Centre,SILIGURI,11496.0
08/04/2025,58,MANYAVAR & MOHEY,Sevok Road,SILIGURI,185275.0
08/04/2025,59,MANYAVAR,Roodraksh Mall,GUWAHATI,10094.0
08/04/2025,61,MANYAVAR,Mani Square,KOLKATA,0.0
08/04/2025,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,21160.0
08/04/2025,63,SABHYATA,Roodraksh Mall,GUWAHATI,22350.0
08/04/2025,64,SABHYATA,Junction Mall,DURGAPUR,17554.0
08/04/2025,68,TURTLE,Gariahat,KOLKATA,11994.0
08/04/2025,69,TURTLE,"City Centre,GHT",GUWAHATI,31478.0
08/04/2025,74,BINGE,Crossroad,ROURKELA,1600.0
08/04/2025,76,TURTLE,FORUM MALL,ROURKELA,2399.0
08/04/2025,81,NUMERO UNO,City Centre,SILIGURI,9178.0
08/04/2025,82,MADAME,M.G. Marg,GANGTOK,0.0
08/04/2025,83,MINIKLUB,City Centre,SILIGURI,12814.0
08/04/2025,84,MINIKLUB,Cosmos Mall,SILIGURI,19151.0
08/04/2025,88,VANHEUSEN,Cosmos Mall,SILIGURI,20133.0
08/04/2025,89,MANYAVAR,"City Centre,GHT",GUWAHATI,105429.0
08/04/2025,90,MANYAVAR,Rajarhat CC2,KOLKATA,81977.0
08/04/2025,91,MANYAVAR & MOHEY,Agartala,AGARTALA,69287.0
08/04/2025,92,MANYAVAR & MOHEY,Malda,MALDA,115292.0
08/04/2025,93,SABHYATA,"City Centre,GHT",GUWAHATI,4874.0
08/04/2025,94,NUMERO UNO,NH31A,GANGTOK,2399.0
08/04/2025,95,AURELIA,City Centre,SILIGURI,18292.0
08/04/2025,96,TURTLE,Mani Square,KOLKATA,22191.0
08/04/2025,97,MANYAVAR & MOHEY,Jorhat,JORHAT,59129.0
08/04/2025,98,TURTLE,City Centre,SILIGURI,4697.0
08/04/2025,99,NUMERO UNO,Rajarhat CC2,KOLKATA,6357.0
08/04/2025,100,NUMERO UNO,Galaxy Mall,ASANSOL,4658.0
08/04/2025,101,MANYAVAR & MOHEY,Fairfiled ,KOLKATA,93225.0
08/04/2025,102,MANYAVAR,Vega Circle Mall,SILIGURI,0.0
08/04/2025,104,TURTLE,West Point,GANGTOK,1799.0
08/04/2025,10005,MANYAVAR,Sevok Road,SILIGURI,48489.0
09/04/2025,2,PLANET FASHION,Vega Circle Mall,SILIGURI,21908.0
09/04/2025,4,VAN HEUSEN,City Centre,SILIGURI,33688.0
09/04/2025,6,SUCCESS,Cosmos Mall,SILIGURI,6470.0
09/04/2025,9,COBB,Cosmos Mall,SILIGURI,24620.0
09/04/2025,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,94433.0
09/04/2025,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,5095.0
09/04/2025,22,MADAME,Cosmos Mall,SILIGURI,0.0
09/04/2025,23,MADAME,City Centre,SILIGURI,6597.0
09/04/2025,24,MADAME,Roodraksh Mall,GUWAHATI,39982.0
09/04/2025,25,BINGE,Cosmos Mall,SILIGURI,9000.0
09/04/2025,26,BINGE,City Centre,SILIGURI,1400.0
09/04/2025,27,BINGE,Roodraksh Mall,GUWAHATI,0.0
09/04/2025,33,LONGHORNS,City Centre,SILIGURI,3632.0
09/04/2025,35,CASUALS,Hill Cart Road,SILIGURI,9476.0
09/04/2025,37,COLORPLUS,City Centre,SILIGURI,12395.0
09/04/2025,40,COLORPLUS,Mani Square,KOLKATA,0.0
09/04/2025,41,COLORPLUS,Salt Lake,KOLKATA,56075.0
09/04/2025,42,SABHYATA,City Centre,SILIGURI,25731.0
09/04/2025,45,FREEDOM FASHION,City Centre,SILIGURI,3586.0
09/04/2025,47,TURTLE,Cosmos Mall,SILIGURI,10296.0
09/04/2025,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,5547.0
09/04/2025,56,MANYAVAR,City Centre,SILIGURI,41339.0
09/04/2025,58,MANYAVAR & MOHEY,Sevok Road,SILIGURI,395851.0
09/04/2025,59,MANYAVAR,Roodraksh Mall,GUWAHATI,18544.0
09/04/2025,61,MANYAVAR,Mani Square,KOLKATA,75282.0
09/04/2025,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,17885.0
09/04/2025,63,SABHYATA,Roodraksh Mall,GUWAHATI,28964.0
09/04/2025,64,SABHYATA,Junction Mall,DURGAPUR,9244.0
09/04/2025,68,TURTLE,Gariahat,KOLKATA,21489.0
09/04/2025,69,TURTLE,"City Centre,GHT",GUWAHATI,58966.0
09/04/2025,74,BINGE,Crossroad,ROURKELA,1400.0
09/04/2025,76,TURTLE,FORUM MALL,ROURKELA,1799.0
09/04/2025,81,NUMERO UNO,City Centre,SILIGURI,9977.0
09/04/2025,82,MADAME,M.G. Marg,GANGTOK,38874.0
09/04/2025,83,MINIKLUB,City Centre,SILIGURI,24932.0
09/04/2025,84,MINIKLUB,Cosmos Mall,SILIGURI,5061.0
09/04/2025,88,VANHEUSEN,Cosmos Mall,SILIGURI,649.0
09/04/2025,89,MANYAVAR,"City Centre,GHT",GUWAHATI,53081.0
09/04/2025,90,MANYAVAR,Rajarhat CC2,KOLKATA,43837.0
09/04/2025,91,MANYAVAR & MOHEY,Agartala,AGARTALA,24494.0
09/04/2025,92,MANYAVAR & MOHEY,Malda,MALDA,37994.0
09/04/2025,93,SABHYATA,"City Centre,GHT",GUWAHATI,44900.0
09/04/2025,94,NUMERO UNO,NH31A,GANGTOK,0.0
09/04/2025,95,AURELIA,City Centre,SILIGURI,6197.0
09/04/2025,96,TURTLE,Mani Square,KOLKATA,23788.0
09/04/2025,97,MANYAVAR & MOHEY,Jorhat,JORHAT,40780.0
09/04/2025,98,TURTLE,City Centre,SILIGURI,0.0
09/04/2025,99,NUMERO UNO,Rajarhat CC2,KOLKATA,3798.0
09/04/2025,100,NUMERO UNO,Galaxy Mall,ASANSOL,2629.0
09/04/2025,101,MANYAVAR & MOHEY,Fairfiled ,KOLKATA,114989.0
09/04/2025,102,MANYAVAR,Vega Circle Mall,SILIGURI,35394.0
09/04/2025,104,TURTLE,West Point,GANGTOK,3298.0
09/04/2025,10005,MANYAVAR,Sevok Road,SILIGURI,64185.0
10/04/2025,2,PLANET FASHION,Vega Circle Mall,SILIGURI,32363.0
10/04/2025,4,VAN HEUSEN,City Centre,SILIGURI,26788.0
10/04/2025,6,SUCCESS,Cosmos Mall,SILIGURI,5985.0
10/04/2025,9,COBB,Cosmos Mall,SILIGURI,63277.0
10/04/2025,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,91683.0
10/04/2025,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,17778.0
10/04/2025,22,MADAME,Cosmos Mall,SILIGURI,2698.0
10/04/2025,23,MADAME,City Centre,SILIGURI,6595.0
10/04/2025,24,MADAME,Roodraksh Mall,GUWAHATI,27188.0
10/04/2025,25,BINGE,Cosmos Mall,SILIGURI,10999.0
10/04/2025,26,BINGE,City Centre,SILIGURI,17000.0
10/04/2025,27,BINGE,Roodraksh Mall,GUWAHATI,28797.0
10/04/2025,33,LONGHORNS,City Centre,SILIGURI,374.0
10/04/2025,35,CASUALS,Hill Cart Road,SILIGURI,4777.0
10/04/2025,37,COLORPLUS,City Centre,SILIGURI,17393.0
10/04/2025,40,COLORPLUS,Mani Square,KOLKATA,
10/04/2025,41,COLORPLUS,Salt Lake,KOLKATA,82568.0
10/04/2025,42,SABHYATA,City Centre,SILIGURI,16550.0
10/04/2025,45,FREEDOM FASHION,City Centre,SILIGURI,25868.0
10/04/2025,47,TURTLE,Cosmos Mall,SILIGURI,10740.0
10/04/2025,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,-595.0
10/04/2025,56,MANYAVAR,City Centre,SILIGURI,23295.0
10/04/2025,58,MANYAVAR & MOHEY,Sevok Road,SILIGURI,267570.0
10/04/2025,59,MANYAVAR,Roodraksh Mall,GUWAHATI,71835.0
10/04/2025,61,MANYAVAR,Mani Square,KOLKATA,30094.0
10/04/2025,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,23655.0
10/04/2025,63,SABHYATA,Roodraksh Mall,GUWAHATI,13865.0
10/04/2025,64,SABHYATA,Junction Mall,DURGAPUR,11062.0
10/04/2025,68,TURTLE,Gariahat,KOLKATA,31332.0
10/04/2025,69,TURTLE,"City Centre,GHT",GUWAHATI,55170.0
10/04/2025,74,BINGE,Crossroad,ROURKELA,0.0
10/04/2025,76,TURTLE,FORUM MALL,ROURKELA,8343.0
10/04/2025,81,NUMERO UNO,City Centre,SILIGURI,5658.0
10/04/2025,82,MADAME,M.G. Marg,GANGTOK,37803.0
10/04/2025,83,MINIKLUB,City Centre,SILIGURI,27872.0
10/04/2025,84,MINIKLUB,Cosmos Mall,SILIGURI,24138.0
10/04/2025,88,VANHEUSEN,Cosmos Mall,SILIGURI,13431.0
10/04/2025,89,MANYAVAR,"City Centre,GHT",GUWAHATI,66485.0
10/04/2025,90,MANYAVAR,Rajarhat CC2,KOLKATA,81980.0
10/04/2025,91,MANYAVAR & MOHEY,Agartala,AGARTALA,200401.0
10/04/2025,92,MANYAVAR & MOHEY,Malda,MALDA,62992.0
10/04/2025,93,SABHYATA,"City Centre,GHT",GUWAHATI,24745.0
10/04/2025,94,NUMERO UNO,NH31A,GANGTOK,8677.0
10/04/2025,95,AURELIA,City Centre,SILIGURI,27384.0
10/04/2025,96,TURTLE,Mani Square,KOLKATA,29782.0
10/04/2025,97,MANYAVAR & MOHEY,Jorhat,JORHAT,144068.0
10/04/2025,98,TURTLE,City Centre,SILIGURI,0.0
10/04/2025,99,NUMERO UNO,Rajarhat CC2,KOLKATA,1330.0
10/04/2025,100,NUMERO UNO,Galaxy Mall,ASANSOL,6179.0
10/04/2025,101,MANYAVAR & MOHEY,Fairfiled ,KOLKATA,126474.0
10/04/2025,102,MANYAVAR,Vega Circle Mall,SILIGURI,2999.0
10/04/2025,104,TURTLE,West Point,GANGTOK,14197.0
10/04/2025,10005,MANYAVAR,Sevok Road,SILIGURI,104926.0
11/04/2025,2,PLANET FASHION,Vega Circle Mall,SILIGURI,4708.0
11/04/2025,4,VAN HEUSEN,City Centre,SILIGURI,17091.0
11/04/2025,6,SUCCESS,Cosmos Mall,SILIGURI,4990.0
11/04/2025,9,COBB,Cosmos Mall,SILIGURI,35387.0
11/04/2025,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,23696.0
11/04/2025,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,499.0
11/04/2025,22,MADAME,Cosmos Mall,SILIGURI,2999.0
11/04/2025,23,MADAME,City Centre,SILIGURI,6396.0
11/04/2025,24,MADAME,Roodraksh Mall,GUWAHATI,27488.0
11/04/2025,25,BINGE,Cosmos Mall,SILIGURI,5950.0
11/04/2025,26,BINGE,City Centre,SILIGURI,600.0
11/04/2025,27,BINGE,Roodraksh Mall,GUWAHATI,3900.0
11/04/2025,33,LONGHORNS,City Centre,SILIGURI,40988.0
11/04/2025,35,CASUALS,Hill Cart Road,SILIGURI,7346.0
11/04/2025,37,COLORPLUS,City Centre,SILIGURI,7697.0
11/04/2025,40,COLORPLUS,Mani Square,KOLKATA,0.0
11/04/2025,41,COLORPLUS,Salt Lake,KOLKATA,58251.0
11/04/2025,42,SABHYATA,City Centre,SILIGURI,14591.0
11/04/2025,45,FREEDOM FASHION,City Centre,SILIGURI,7094.0
11/04/2025,47,TURTLE,Cosmos Mall,SILIGURI,6496.0
11/04/2025,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,6397.0
11/04/2025,56,MANYAVAR,City Centre,SILIGURI,7444.0
11/04/2025,58,MANYAVAR & MOHEY,Sevok Road,SILIGURI,205769.0
11/04/2025,59,MANYAVAR,Roodraksh Mall,GUWAHATI,28992.0
11/04/2025,61,MANYAVAR,Mani Square,KOLKATA,4998.0
11/04/2025,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,6734.0
11/04/2025,63,SABHYATA,Roodraksh Mall,GUWAHATI,30375.0
11/04/2025,64,SABHYATA,Junction Mall,DURGAPUR,6557.0
11/04/2025,68,TURTLE,Gariahat,KOLKATA,25985.0
11/04/2025,69,TURTLE,"City Centre,GHT",GUWAHATI,72561.0
11/04/2025,74,BINGE,Crossroad,ROURKELA,1500.0
11/04/2025,76,TURTLE,FORUM MALL,ROURKELA,1999.0
11/04/2025,81,NUMERO UNO,City Centre,SILIGURI,7576.0
11/04/2025,82,MADAME,M.G. Marg,GANGTOK,21186.0
11/04/2025,83,MINIKLUB,City Centre,SILIGURI,23881.0
11/04/2025,84,MINIKLUB,Cosmos Mall,SILIGURI,7174.0
11/04/2025,88,VANHEUSEN,Cosmos Mall,SILIGURI,13659.0
11/04/2025,89,MANYAVAR,"City Centre,GHT",GUWAHATI,90669.0
11/04/2025,90,MANYAVAR,Rajarhat CC2,KOLKATA,120473.0
11/04/2025,91,MANYAVAR & MOHEY,Agartala,AGARTALA,91976.0
11/04/2025,92,MANYAVAR & MOHEY,Malda,MALDA,53085.0
11/04/2025,93,SABHYATA,"City Centre,GHT",GUWAHATI,36992.0
11/04/2025,94,NUMERO UNO,NH31A,GANGTOK,0.0
11/04/2025,95,AURELIA,City Centre,SILIGURI,13294.0
11/04/2025,96,TURTLE,Mani Square,KOLKATA,16291.0
11/04/2025,97,MANYAVAR & MOHEY,Jorhat,JORHAT,55481.0
11/04/2025,98,TURTLE,City Centre,SILIGURI,0.0
11/04/2025,99,NUMERO UNO,Rajarhat CC2,KOLKATA,1559.0
11/04/2025,100,NUMERO UNO,Galaxy Mall,ASANSOL,3648.0
11/04/2025,101,MANYAVAR & MOHEY,Fairfiled ,KOLKATA,120372.0
11/04/2025,102,MANYAVAR,Vega Circle Mall,SILIGURI,3499.0
11/04/2025,104,TURTLE,West Point,GANGTOK,6995.0
11/04/2025,10005,MANYAVAR,Sevok Road,SILIGURI,27741.0
12/04/2025,2,PLANET FASHION,Vega Circle Mall,SILIGURI,62196.0
12/04/2025,4,VAN HEUSEN,City Centre,SILIGURI,36295.0
12/04/2025,6,SUCCESS,Cosmos Mall,SILIGURI,395.0
12/04/2025,9,COBB,Cosmos Mall,SILIGURI,52472.0
12/04/2025,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,114076.0
12/04/2025,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,7894.0
12/04/2025,22,MADAME,Cosmos Mall,SILIGURI,4398.0
12/04/2025,23,MADAME,City Centre,SILIGURI,7395.0
12/04/2025,24,MADAME,Roodraksh Mall,GUWAHATI,41979.0
12/04/2025,25,BINGE,Cosmos Mall,SILIGURI,9199.0
12/04/2025,26,BINGE,City Centre,SILIGURI,30348.0
12/04/2025,27,BINGE,Roodraksh Mall,GUWAHATI,1000.0
12/04/2025,33,LONGHORNS,City Centre,SILIGURI,3478.0
12/04/2025,35,CASUALS,Hill Cart Road,SILIGURI,3099.0
12/04/2025,37,COLORPLUS,City Centre,SILIGURI,33586.0
12/04/2025,40,COLORPLUS,Mani Square,KOLKATA,0.0
12/04/2025,41,COLORPLUS,Salt Lake,KOLKATA,123837.0
12/04/2025,42,SABHYATA,City Centre,SILIGURI,11614.0
12/04/2025,45,FREEDOM FASHION,City Centre,SILIGURI,14771.0
12/04/2025,47,TURTLE,Cosmos Mall,SILIGURI,17592.0
12/04/2025,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,18199.0
12/04/2025,56,MANYAVAR,City Centre,SILIGURI,68585.0
12/04/2025,58,MANYAVAR & MOHEY,Sevok Road,SILIGURI,387524.0
12/04/2025,59,MANYAVAR,Roodraksh Mall,GUWAHATI,70026.0
12/04/2025,61,MANYAVAR,Mani Square,KOLKATA,88831.0
12/04/2025,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,8484.0
12/04/2025,63,SABHYATA,Roodraksh Mall,GUWAHATI,36653.0
12/04/2025,64,SABHYATA,Junction Mall,DURGAPUR,16963.0
12/04/2025,68,TURTLE,Gariahat,KOLKATA,21587.0
12/04/2025,69,TURTLE,"City Centre,GHT",GUWAHATI,84146.0
12/04/2025,74,BINGE,Crossroad,ROURKELA,1700.0
12/04/2025,76,TURTLE,FORUM MALL,ROURKELA,14691.0
12/04/2025,81,NUMERO UNO,City Centre,SILIGURI,0.0
12/04/2025,82,MADAME,M.G. Marg,GANGTOK,20190.0
12/04/2025,83,MINIKLUB,City Centre,SILIGURI,42044.0
12/04/2025,84,MINIKLUB,Cosmos Mall,SILIGURI,16539.0
12/04/2025,88,VANHEUSEN,Cosmos Mall,SILIGURI,36612.0
12/04/2025,89,MANYAVAR,"City Centre,GHT",GUWAHATI,146553.0
12/04/2025,90,MANYAVAR,Rajarhat CC2,KOLKATA,205797.0
12/04/2025,91,MANYAVAR & MOHEY,Agartala,AGARTALA,101276.0
12/04/2025,92,MANYAVAR & MOHEY,Malda,MALDA,85985.0
12/04/2025,93,SABHYATA,"City Centre,GHT",GUWAHATI,30599.0
12/04/2025,94,NUMERO UNO,NH31A,GANGTOK,1439.0
12/04/2025,95,AURELIA,City Centre,SILIGURI,38934.0
12/04/2025,96,TURTLE,Mani Square,KOLKATA,42892.0
12/04/2025,97,MANYAVAR & MOHEY,Jorhat,JORHAT,121014.0
12/04/2025,98,TURTLE,City Centre,SILIGURI,62269.0
12/04/2025,99,NUMERO UNO,Rajarhat CC2,KOLKATA,0.0
12/04/2025,100,NUMERO UNO,Galaxy Mall,ASANSOL,0.0
12/04/2025,101,MANYAVAR & MOHEY,Fairfiled ,KOLKATA,144963.0
12/04/2025,102,MANYAVAR,Vega Circle Mall,SILIGURI,12694.0
12/04/2025,104,TURTLE,West Point,GANGTOK,15391.0
12/04/2025,10005,MANYAVAR,Sevok Road,SILIGURI,86987.0
13/04/2025,2,PLANET FASHION,Vega Circle Mall,SILIGURI,57546.0
13/04/2025,4,VAN HEUSEN,City Centre,SILIGURI,19927.0
13/04/2025,6,SUCCESS,Cosmos Mall,SILIGURI,21960.0
13/04/2025,9,COBB,Cosmos Mall,SILIGURI,73607.0
13/04/2025,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,73582.0
13/04/2025,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,30696.0
13/04/2025,22,MADAME,Cosmos Mall,SILIGURI,17666.0
13/04/2025,23,MADAME,City Centre,SILIGURI,13647.0
13/04/2025,24,MADAME,Roodraksh Mall,GUWAHATI,65812.0
13/04/2025,25,BINGE,Cosmos Mall,SILIGURI,10000.0
13/04/2025,26,BINGE,City Centre,SILIGURI,8500.0
13/04/2025,27,BINGE,Roodraksh Mall,GUWAHATI,0.0
13/04/2025,33,LONGHORNS,City Centre,SILIGURI,8508.0
13/04/2025,35,CASUALS,Hill Cart Road,SILIGURI,2819.0
13/04/2025,37,COLORPLUS,City Centre,SILIGURI,21990.0
13/04/2025,40,COLORPLUS,Mani Square,KOLKATA,0.0
13/04/2025,41,COLORPLUS,Salt Lake,KOLKATA,175936.0
13/04/2025,42,SABHYATA,City Centre,SILIGURI,44345.0
13/04/2025,45,FREEDOM FASHION,City Centre,SILIGURI,40140.0
13/04/2025,47,TURTLE,Cosmos Mall,SILIGURI,21586.0
13/04/2025,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,15393.0
13/04/2025,56,MANYAVAR,City Centre,SILIGURI,9997.0
13/04/2025,58,MANYAVAR & MOHEY,Sevok Road,SILIGURI,486068.0
13/04/2025,59,MANYAVAR,Roodraksh Mall,GUWAHATI,45284.0
13/04/2025,61,MANYAVAR,Mani Square,KOLKATA,56433.0
13/04/2025,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,6829.0
13/04/2025,63,SABHYATA,Roodraksh Mall,GUWAHATI,72536.0
13/04/2025,64,SABHYATA,Junction Mall,DURGAPUR,23459.0
13/04/2025,68,TURTLE,Gariahat,KOLKATA,55270.0
13/04/2025,69,TURTLE,"City Centre,GHT",GUWAHATI,87547.0
13/04/2025,74,BINGE,Crossroad,ROURKELA,4148.0
13/04/2025,76,TURTLE,FORUM MALL,ROURKELA,17890.0
13/04/2025,81,NUMERO UNO,City Centre,SILIGURI,8226.0
13/04/2025,82,MADAME,M.G. Marg,GANGTOK,64459.0
13/04/2025,83,MINIKLUB,City Centre,SILIGURI,66640.0
13/04/2025,84,MINIKLUB,Cosmos Mall,SILIGURI,29517.0
13/04/2025,88,VANHEUSEN,Cosmos Mall,SILIGURI,21960.0
13/04/2025,89,MANYAVAR,"City Centre,GHT",GUWAHATI,277081.0
13/04/2025,90,MANYAVAR,Rajarhat CC2,KOLKATA,272589.0
13/04/2025,91,MANYAVAR & MOHEY,Agartala,AGARTALA,44833.0
13/04/2025,92,MANYAVAR & MOHEY,Malda,MALDA,81885.0
13/04/2025,93,SABHYATA,"City Centre,GHT",GUWAHATI,58868.0
13/04/2025,94,NUMERO UNO,NH31A,GANGTOK,0.0
13/04/2025,95,AURELIA,City Centre,SILIGURI,20640.0
13/04/2025,96,TURTLE,Mani Square,KOLKATA,61867.0
13/04/2025,97,MANYAVAR & MOHEY,Jorhat,JORHAT,136058.0
13/04/2025,98,TURTLE,City Centre,SILIGURI,26882.0
13/04/2025,99,NUMERO UNO,Rajarhat CC2,KOLKATA,5628.0
13/04/2025,100,NUMERO UNO,Galaxy Mall,ASANSOL,3998.0
13/04/2025,101,MANYAVAR & MOHEY,Fairfiled ,KOLKATA,189564.0
13/04/2025,102,MANYAVAR,Vega Circle Mall,SILIGURI,24193.0
13/04/2025,104,TURTLE,West Point,GANGTOK,37278.0
13/04/2025,10005,MANYAVAR,Sevok Road,SILIGURI,128375.0
14/04/2025,2,PLANET FASHION,Vega Circle Mall,SILIGURI,23910.0
14/04/2025,4,VAN HEUSEN,City Centre,SILIGURI,19122.0
14/04/2025,6,SUCCESS,Cosmos Mall,SILIGURI,3290.0
14/04/2025,9,COBB,Cosmos Mall,SILIGURI,49970.0
14/04/2025,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,128715.0
14/04/2025,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,17853.0
14/04/2025,22,MADAME,Cosmos Mall,SILIGURI,11395.0
14/04/2025,23,MADAME,City Centre,SILIGURI,20437.0
14/04/2025,24,MADAME,Roodraksh Mall,GUWAHATI,49584.0
14/04/2025,25,BINGE,Cosmos Mall,SILIGURI,6800.0
14/04/2025,26,BINGE,City Centre,SILIGURI,5850.0
14/04/2025,27,BINGE,Roodraksh Mall,GUWAHATI,1000.0
14/04/2025,33,LONGHORNS,City Centre,SILIGURI,5194.0
14/04/2025,35,CASUALS,Hill Cart Road,SILIGURI,21159.0
14/04/2025,37,COLORPLUS,City Centre,SILIGURI,21091.0
14/04/2025,40,COLORPLUS,Mani Square,KOLKATA,0.0
14/04/2025,41,COLORPLUS,Salt Lake,KOLKATA,128850.0
14/04/2025,42,SABHYATA,City Centre,SILIGURI,24774.0
14/04/2025,45,FREEDOM FASHION,City Centre,SILIGURI,18023.0
14/04/2025,47,TURTLE,Cosmos Mall,SILIGURI,8794.0
14/04/2025,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,24291.0
14/04/2025,56,MANYAVAR,City Centre,SILIGURI,42886.0
14/04/2025,58,MANYAVAR & MOHEY,Sevok Road,SILIGURI,413083.0
14/04/2025,59,MANYAVAR,Roodraksh Mall,GUWAHATI,36087.0
14/04/2025,61,MANYAVAR,Mani Square,KOLKATA,43790.0
14/04/2025,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,22170.0
14/04/2025,63,SABHYATA,Roodraksh Mall,GUWAHATI,32128.0
14/04/2025,64,SABHYATA,Junction Mall,DURGAPUR,17140.0
14/04/2025,68,TURTLE,Gariahat,KOLKATA,46083.0
14/04/2025,69,TURTLE,"City Centre,GHT",GUWAHATI,100443.0
14/04/2025,74,BINGE,Crossroad,ROURKELA,11596.0
14/04/2025,76,TURTLE,FORUM MALL,ROURKELA,13694.0
14/04/2025,81,NUMERO UNO,City Centre,SILIGURI,0.0
14/04/2025,82,MADAME,M.G. Marg,GANGTOK,20563.0
14/04/2025,83,MINIKLUB,City Centre,SILIGURI,52042.0
14/04/2025,84,MINIKLUB,Cosmos Mall,SILIGURI,34836.0
14/04/2025,88,VANHEUSEN,Cosmos Mall,SILIGURI,29415.0
14/04/2025,89,MANYAVAR,"City Centre,GHT",GUWAHATI,58082.0
14/04/2025,90,MANYAVAR,Rajarhat CC2,KOLKATA,121019.0
14/04/2025,91,MANYAVAR & MOHEY,Agartala,AGARTALA,115973.0
14/04/2025,92,MANYAVAR & MOHEY,Malda,MALDA,161770.0
14/04/2025,93,SABHYATA,"City Centre,GHT",GUWAHATI,47803.0
14/04/2025,94,NUMERO UNO,NH31A,GANGTOK,3759.0
14/04/2025,95,AURELIA,City Centre,SILIGURI,18841.0
14/04/2025,96,TURTLE,Mani Square,KOLKATA,24287.0
14/04/2025,97,MANYAVAR & MOHEY,Jorhat,JORHAT,76072.0
14/04/2025,98,TURTLE,City Centre,SILIGURI,33781.0
14/04/2025,99,NUMERO UNO,Rajarhat CC2,KOLKATA,0.0
14/04/2025,100,NUMERO UNO,Galaxy Mall,ASANSOL,11427.0
14/04/2025,101,MANYAVAR & MOHEY,Fairfiled ,KOLKATA,102975.0
14/04/2025,102,MANYAVAR,Vega Circle Mall,SILIGURI,13195.0
14/04/2025,104,TURTLE,West Point,GANGTOK,16391.0
14/04/2025,10005,MANYAVAR,Sevok Road,SILIGURI,216859.0
15/04/2025,2,PLANET FASHION,Vega Circle Mall,SILIGURI,7914.0
15/04/2025,4,VAN HEUSEN,City Centre,SILIGURI,55928.0
15/04/2025,6,SUCCESS,Cosmos Mall,SILIGURI,12990.0
15/04/2025,9,COBB,Cosmos Mall,SILIGURI,27437.0
15/04/2025,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,98878.0
15/04/2025,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,7267.0
15/04/2025,22,MADAME,Cosmos Mall,SILIGURI,0.0
15/04/2025,23,MADAME,City Centre,SILIGURI,1199.0
15/04/2025,24,MADAME,Roodraksh Mall,GUWAHATI,12793.0
15/04/2025,25,BINGE,Cosmos Mall,SILIGURI,13000.0
15/04/2025,26,BINGE,City Centre,SILIGURI,4250.0
15/04/2025,27,BINGE,Roodraksh Mall,GUWAHATI,7101.0
15/04/2025,33,LONGHORNS,City Centre,SILIGURI,0.0
15/04/2025,35,CASUALS,Hill Cart Road,SILIGURI,10953.0
